country,date,bond_yield
PT,2008-05-01,4.604
PT,2008-06-01,4.961
PT,2008-07-01,4.953
PT,2008-08-01,4.692
PT,2008-09-01,4.661
PT,2008-10-01,4.557
PT,2008-11-01,4.35
PT,2008-12-01,4.004
PT,2009-01-01,4.315
PT,2009-02-01,4.517
PT,2009-03-01,4.676
PT,2009-04-01,4.526
PT,2009-05-01,4.291
PT,2009-06-01,4.501
PT,2009-07-01,4.251
PT,2009-08-01,3.949
PT,2009-09-01,3.935
PT,2009-10-01,3.85
PT,2009-11-01,3.804
PT,2009-12-01,3.907
PT,2010-01-01,4.171
PT,2010-02-01,4.564
PT,2010-03-01,4.309
PT,2010-04-01,4.777
PT,2010-05-01,5.021
PT,2010-06-01,5.544
PT,2010-07-01,5.493
PT,2010-08-01,5.306
PT,2010-09-01,6.077
PT,2010-10-01,6.049
PT,2010-11-01,6.912
PT,2010-12-01,6.527
PT,2011-01-01,6.945
PT,2011-02-01,7.336
PT,2011-03-01,7.796
PT,2011-04-01,9.186
PT,2011-05-01,9.633
PT,2011-06-01,10.865
PT,2011-07-01,12.152
PT,2011-08-01,10.93
PT,2011-09-01,11.341
PT,2011-10-01,11.716
PT,2011-11-01,11.892
PT,2011-12-01,13.079
PT,2012-01-01,13.849
PT,2012-02-01,12.814
PT,2012-03-01,13.007
PT,2012-04-01,12.006
PT,2012-05-01,11.585
PT,2012-06-01,10.557
PT,2012-07-01,10.492
PT,2012-08-01,9.885
PT,2012-09-01,8.62
PT,2012-10-01,8.173
PT,2012-11-01,8.32
PT,2012-12-01,7.252
PT,2013-01-01,6.24
PT,2013-02-01,6.396
PT,2013-03-01,6.102
PT,2013-04-01,6.152
PT,2013-05-01,5.456
PT,2013-06-01,6.298
PT,2013-07-01,6.869
PT,2013-08-01,6.598
PT,2013-09-01,7.062
PT,2013-10-01,6.333
PT,2013-11-01,5.978
PT,2013-12-01,6.04
PT,2014-01-01,5.212
PT,2014-02-01,4.935
PT,2014-03-01,4.43
PT,2014-04-01,3.818
PT,2014-05-01,3.661
PT,2014-06-01,3.503
PT,2014-07-01,3.687
PT,2014-08-01,3.473
PT,2014-09-01,3.178
PT,2014-10-01,3.212
PT,2014-11-01,3.128
PT,2014-12-01,2.809
PT,2015-01-01,2.486
PT,2015-02-01,2.322
PT,2015-03-01,1.742
PT,2015-04-01,1.869
PT,2015-05-01,2.413
PT,2015-06-01,2.932
PT,2015-07-01,2.738
PT,2015-08-01,2.515
PT,2015-09-01,2.586
PT,2015-10-01,2.409
PT,2015-11-01,2.573
PT,2015-12-01,2.489
PT,2016-01-01,2.708
PT,2016-02-01,3.228
PT,2016-03-01,2.839
PT,2016-04-01,3.126
PT,2016-05-01,3.145
PT,2016-06-01,3.201
PT,2016-07-01,3.056
PT,2016-08-01,2.912
PT,2016-09-01,3.256
PT,2016-10-01,3.326
PT,2016-11-01,3.514
PT,2016-12-01,3.742
PT,2017-01-01,3.949
PT,2017-02-01,4.043
PT,2017-03-01,3.992
PT,2017-04-01,3.774
PT,2017-05-01,3.287
PT,2017-06-01,2.968
PT,2017-07-01,3.025
PT,2017-08-01,2.828
PT,2017-09-01,2.63
PT,2017-10-01,2.322
PT,2017-11-01,1.981
PT,2017-12-01,1.828
PT,2018-01-01,1.846
PT,2018-02-01,2.032
PT,2018-03-01,1.79
PT,2018-04-01,1.662
PT,2018-05-01,1.838
PT,2018-06-01,1.866
PT,2018-07-01,1.761
PT,2018-08-01,1.819
PT,2018-09-01,1.881
PT,2018-10-01,1.956
PT,2018-11-01,1.905
PT,2018-12-01,1.706
PT,2019-01-01,1.665
PT,2019-02-01,1.547
PT,2019-03-01,1.317
PT,2019-04-01,1.18
PT,2019-05-01,1.022
PT,2019-06-01,0.586
PT,2019-07-01,0.443
PT,2019-08-01,0.173
PT,2019-09-01,0.204
PT,2019-10-01,0.187
PT,2019-11-01,0.349
PT,2019-12-01,0.407
PT,2020-01-01,0.37
PT,2020-02-01,0.247
PT,2020-03-01,0.706
PT,2020-04-01,0.968
PT,2020-05-01,0.808
PT,2020-06-01,0.527
PT,2020-07-01,0.4
PT,2020-08-01,0.355
PT,2020-09-01,0.319
PT,2020-10-01,0.177
PT,2020-11-01,0.072
PT,2020-12-01,0.027
PT,2021-01-01,0.027
PT,2021-02-01,0.162
PT,2021-03-01,0.232
PT,2021-04-01,0.349
PT,2021-05-01,0.53
PT,2021-06-01,0.43
PT,2021-07-01,0.274
PT,2021-08-01,0.143
PT,2021-09-01,0.258
PT,2021-10-01,0.393
PT,2021-11-01,0.389
PT,2021-12-01,0.355
PT,2022-01-01,0.581
PT,2022-02-01,1.059
PT,2022-03-01,1.155
PT,2022-04-01,1.761
PT,2022-05-01,2.137
PT,2022-06-01,2.65
PT,2022-07-01,2.26
PT,2022-08-01,2.158
PT,2022-09-01,2.892
PT,2022-10-01,3.264
PT,2022-11-01,3.021
PT,2022-12-01,3.103
PT,2023-01-01,3.132
PT,2023-02-01,3.274
PT,2023-03-01,3.27
PT,2023-04-01,3.203
PT,2023-05-01,3.158
PT,2023-06-01,3.093
PT,2023-07-01,3.231
PT,2023-08-01,3.305
PT,2023-09-01,3.446
PT,2023-10-01,3.586
PT,2023-11-01,3.301
PT,2023-12-01,2.855
PT,2024-01-01,2.965
PT,2024-02-01,3.062
PT,2024-03-01,3.017
PT,2024-04-01,3.135
PT,2024-05-01,3.164
PT,2024-06-01,3.187
PT,2024-07-01,3.099
PT,2024-08-01,2.875
PT,2024-09-01,2.778
PT,2024-10-01,2.732
PT,2024-11-01,2.789
PT,2024-12-01,2.684
PT,2025-01-01,2.959
PT,2025-02-01,2.953
PT,2025-03-01,3.292
PT,2025-04-01,3.114
PT,2025-05-01,3.077
PT,2025-06-01,3.023
PT,2025-07-01,3.105
PT,2025-08-01,3.12
PT,2025-09-01,3.133
PT,2025-10-01,3.021
ES,1991-11-01,11.457
ES,1991-12-01,11.319
ES,1992-01-01,10.927
ES,1992-02-01,10.792
ES,1992-03-01,10.796
ES,1992-04-01,10.852
ES,1992-05-01,10.835
ES,1992-06-01,11.342
ES,1992-07-01,11.84
ES,1992-08-01,12.223
ES,1992-09-01,12.645
ES,1992-10-01,12.999
ES,1992-11-01,12.54
ES,1992-12-01,12.532
ES,1993-01-01,12.155
ES,1993-02-01,11.431
ES,1993-03-01,11.356
ES,1993-04-01,11.486
ES,1993-05-01,11.223
ES,1993-06-01,10.56
ES,1993-07-01,10.216
ES,1993-08-01,9.482
ES,1993-09-01,9.089
ES,1993-10-01,8.688
ES,1993-11-01,8.563
ES,1993-12-01,8.284
ES,1994-01-01,7.977
ES,1994-02-01,8.07
ES,1994-03-01,8.823
ES,1994-04-01,9.068
ES,1994-05-01,9.548
ES,1994-06-01,10.283
ES,1994-07-01,10.588
ES,1994-08-01,10.678
ES,1994-09-01,11.222
ES,1994-10-01,11.135
ES,1994-11-01,11.166
ES,1994-12-01,11.381
ES,1995-01-01,11.862
ES,1995-02-01,11.596
ES,1995-03-01,12.261
ES,1995-04-01,12.092
ES,1995-05-01,11.411
ES,1995-06-01,11.538
ES,1995-07-01,11.334
ES,1995-08-01,10.972
ES,1995-09-01,10.803
ES,1995-10-01,10.892
ES,1995-11-01,10.541
ES,1995-12-01,9.948
ES,1996-01-01,9.464
ES,1996-02-01,9.706
ES,1996-03-01,9.893
ES,1996-04-01,9.326
ES,1996-05-01,9.173
ES,1996-06-01,9.108
ES,1996-07-01,8.776
ES,1996-08-01,8.861
ES,1996-09-01,8.434
ES,1996-10-01,7.762
ES,1996-11-01,7.342
ES,1996-12-01,6.997
ES,1997-01-01,6.83
ES,1997-02-01,6.741
ES,1997-03-01,7.033
ES,1997-04-01,6.953
ES,1997-05-01,6.614
ES,1997-06-01,6.466
ES,1997-07-01,6.212
ES,1997-08-01,6.306
ES,1997-09-01,6.086
ES,1997-10-01,5.975
ES,1997-11-01,5.957
ES,1997-12-01,5.644
ES,1998-01-01,5.397
ES,1998-02-01,5.235
ES,1998-03-01,5.086
ES,1998-04-01,5.064
ES,1998-05-01,5.131
ES,1998-06-01,5.019
ES,1998-07-01,4.94
ES,1998-08-01,4.741
ES,1998-09-01,4.475
ES,1998-10-01,4.428
ES,1998-11-01,4.405
ES,1998-12-01,4.074
ES,1999-01-01,3.879
ES,1999-02-01,4.022
ES,1999-03-01,4.255
ES,1999-04-01,4.085
ES,1999-05-01,4.275
ES,1999-06-01,4.605
ES,1999-07-01,4.913
ES,1999-08-01,5.169
ES,1999-09-01,5.315
ES,1999-10-01,5.562
ES,1999-11-01,5.279
ES,1999-12-01,5.373
ES,2000-01-01,5.758
ES,2000-02-01,5.732
ES,2000-03-01,5.549
ES,2000-04-01,5.451
ES,2000-05-01,5.626
ES,2000-06-01,5.454
ES,2000-07-01,5.534
ES,2000-08-01,5.5
ES,2000-09-01,5.559
ES,2000-10-01,5.495
ES,2000-11-01,5.446
ES,2000-12-01,5.203
ES,2001-01-01,5.079
ES,2001-02-01,5.117
ES,2001-03-01,5.041
ES,2001-04-01,5.179
ES,2001-05-01,5.363
ES,2001-06-01,5.327
ES,2001-07-01,5.347
ES,2001-08-01,5.155
ES,2001-09-01,5.139
ES,2001-10-01,4.909
ES,2001-11-01,4.763
ES,2001-12-01,4.969
ES,2002-01-01,5.047
ES,2002-02-01,5.107
ES,2002-03-01,5.338
ES,2002-04-01,5.335
ES,2002-05-01,5.362
ES,2002-06-01,5.229
ES,2002-07-01,5.07
ES,2002-08-01,4.778
ES,2002-09-01,4.574
ES,2002-10-01,4.626
ES,2002-11-01,4.601
ES,2002-12-01,4.425
ES,2003-01-01,4.239
ES,2003-02-01,4.01
ES,2003-03-01,4.036
ES,2003-04-01,4.187
ES,2003-05-01,3.878
ES,2003-06-01,3.69
ES,2003-07-01,4.033
ES,2003-08-01,4.191
ES,2003-09-01,4.209
ES,2003-10-01,4.268
ES,2003-11-01,4.401
ES,2003-12-01,4.339
ES,2004-01-01,4.19
ES,2004-02-01,4.145
ES,2004-03-01,4.012
ES,2004-04-01,4.199
ES,2004-05-01,4.333
ES,2004-06-01,4.39
ES,2004-07-01,4.28
ES,2004-08-01,4.147
ES,2004-09-01,4.084
ES,2004-10-01,3.967
ES,2004-11-01,3.851
ES,2004-12-01,3.643
ES,2005-01-01,3.587
ES,2005-02-01,3.58
ES,2005-03-01,3.736
ES,2005-04-01,3.53
ES,2005-05-01,3.361
ES,2005-06-01,3.184
ES,2005-07-01,3.22
ES,2005-08-01,3.234
ES,2005-09-01,3.088
ES,2005-10-01,3.278
ES,2005-11-01,3.479
ES,2005-12-01,3.37
ES,2006-01-01,3.334
ES,2006-02-01,3.484
ES,2006-03-01,3.655
ES,2006-04-01,3.92
ES,2006-05-01,3.99
ES,2006-06-01,3.987
ES,2006-07-01,4.022
ES,2006-08-01,3.89
ES,2006-09-01,3.763
ES,2006-10-01,3.811
ES,2006-11-01,3.746
ES,2006-12-01,3.817
ES,2007-01-01,4.073
ES,2007-02-01,4.104
ES,2007-03-01,4.006
ES,2007-04-01,4.21
ES,2007-05-01,4.337
ES,2007-06-01,4.62
ES,2007-07-01,4.596
ES,2007-08-01,4.401
ES,2007-09-01,4.356
ES,2007-10-01,4.379
ES,2007-11-01,4.247
ES,2007-12-01,4.348
ES,2008-01-01,4.184
ES,2008-02-01,4.146
ES,2008-03-01,4.124
ES,2008-04-01,4.316
ES,2008-05-01,4.426
ES,2008-06-01,4.791
ES,2008-07-01,4.799
ES,2008-08-01,4.559
ES,2008-09-01,4.569
ES,2008-10-01,4.465
ES,2008-11-01,4.147
ES,2008-12-01,3.858
ES,2009-01-01,4.146
ES,2009-02-01,4.234
ES,2009-03-01,4.062
ES,2009-04-01,4.011
ES,2009-05-01,4.057
ES,2009-06-01,4.246
ES,2009-07-01,4.014
ES,2009-08-01,3.792
ES,2009-09-01,3.806
ES,2009-10-01,3.777
ES,2009-11-01,3.789
ES,2009-12-01,3.807
ES,2010-01-01,3.993
ES,2010-02-01,3.981
ES,2010-03-01,3.83
ES,2010-04-01,3.903
ES,2010-05-01,4.083
ES,2010-06-01,4.556
ES,2010-07-01,4.433
ES,2010-08-01,4.038
ES,2010-09-01,4.094
ES,2010-10-01,4.039
ES,2010-11-01,4.69
ES,2010-12-01,5.376
ES,2011-01-01,5.38
ES,2011-02-01,5.262
ES,2011-03-01,5.253
ES,2011-04-01,5.333
ES,2011-05-01,5.322
ES,2011-06-01,5.481
ES,2011-07-01,5.825
ES,2011-08-01,5.252
ES,2011-09-01,5.2
ES,2011-10-01,5.255
ES,2011-11-01,6.195
ES,2011-12-01,5.531
ES,2012-01-01,5.405
ES,2012-02-01,5.109
ES,2012-03-01,5.17
ES,2012-04-01,5.791
ES,2012-05-01,6.125
ES,2012-06-01,6.591
ES,2012-07-01,6.794
ES,2012-08-01,6.58
ES,2012-09-01,5.913
ES,2012-10-01,5.644
ES,2012-11-01,5.69
ES,2012-12-01,5.343
ES,2013-01-01,5.053
ES,2013-02-01,5.216
ES,2013-03-01,4.92
ES,2013-04-01,4.591
ES,2013-05-01,4.247
ES,2013-06-01,4.67
ES,2013-07-01,4.668
ES,2013-08-01,4.502
ES,2013-09-01,4.416
ES,2013-10-01,4.217
ES,2013-11-01,4.102
ES,2013-12-01,4.133
ES,2014-01-01,3.785
ES,2014-02-01,3.563
ES,2014-03-01,3.313
ES,2014-04-01,3.105
ES,2014-05-01,2.932
ES,2014-06-01,2.715
ES,2014-07-01,2.675
ES,2014-08-01,2.407
ES,2014-09-01,2.195
ES,2014-10-01,2.115
ES,2014-11-01,2.072
ES,2014-12-01,1.783
ES,2015-01-01,1.543
ES,2015-02-01,1.518
ES,2015-03-01,1.229
ES,2015-04-01,1.31
ES,2015-05-01,1.784
ES,2015-06-01,2.223
ES,2015-07-01,2.1
ES,2015-08-01,1.957
ES,2015-09-01,2.025
ES,2015-10-01,1.725
ES,2015-11-01,1.719
ES,2015-12-01,1.685
ES,2016-01-01,1.719
ES,2016-02-01,1.724
ES,2016-03-01,1.542
ES,2016-04-01,1.526
ES,2016-05-01,1.57
ES,2016-06-01,1.48
ES,2016-07-01,1.173
ES,2016-08-01,1.008
ES,2016-09-01,1.041
ES,2016-10-01,1.072
ES,2016-11-01,1.426
ES,2016-12-01,1.44
ES,2017-01-01,1.458
ES,2017-02-01,1.703
ES,2017-03-01,1.717
ES,2017-04-01,1.613
ES,2017-05-01,1.571
ES,2017-06-01,1.453
ES,2017-07-01,1.599
ES,2017-08-01,1.483
ES,2017-09-01,1.537
ES,2017-10-01,1.605
ES,2017-11-01,1.486
ES,2017-12-01,1.443
ES,2018-01-01,1.473
ES,2018-02-01,1.509
ES,2018-03-01,1.334
ES,2018-04-01,1.206
ES,2018-05-01,1.389
ES,2018-06-01,1.371
ES,2018-07-01,1.325
ES,2018-08-01,1.396
ES,2018-09-01,1.459
ES,2018-10-01,1.595
ES,2018-11-01,1.587
ES,2018-12-01,1.423
ES,2019-01-01,1.376
ES,2019-02-01,1.306
ES,2019-03-01,1.134
ES,2019-04-01,1.049
ES,2019-05-01,0.873
ES,2019-06-01,0.496
ES,2019-07-01,0.354
ES,2019-08-01,0.141
ES,2019-09-01,0.18
ES,2019-10-01,0.203
ES,2019-11-01,0.386
ES,2019-12-01,0.435
ES,2020-01-01,0.42
ES,2020-02-01,0.272
ES,2020-03-01,0.523
ES,2020-04-01,0.824
ES,2020-05-01,0.742
ES,2020-06-01,0.511
ES,2020-07-01,0.371
ES,2020-08-01,0.293
ES,2020-09-01,0.272
ES,2020-10-01,0.167
ES,2020-11-01,0.093
ES,2020-12-01,0.039
ES,2021-01-01,0.075
ES,2021-02-01,0.225
ES,2021-03-01,0.308
ES,2021-04-01,0.369
ES,2021-05-01,0.519
ES,2021-06-01,0.448
ES,2021-07-01,0.331
ES,2021-08-01,0.214
ES,2021-09-01,0.327
ES,2021-10-01,0.468
ES,2021-11-01,0.473
ES,2021-12-01,0.412
ES,2022-01-01,0.663
ES,2022-02-01,1.106
ES,2022-03-01,1.218
ES,2022-04-01,1.685
ES,2022-05-01,2.041
ES,2022-06-01,2.63
ES,2022-07-01,2.314
ES,2022-08-01,2.146
ES,2022-09-01,2.917
ES,2022-10-01,3.293
ES,2022-11-01,3.065
ES,2022-12-01,3.088
ES,2023-01-01,3.204
ES,2023-02-01,3.385
ES,2023-03-01,3.433
ES,2023-04-01,3.398
ES,2023-05-01,3.413
ES,2023-06-01,3.398
ES,2023-07-01,3.49
ES,2023-08-01,3.571
ES,2023-09-01,3.713
ES,2023-10-01,3.946
ES,2023-11-01,3.646
ES,2023-12-01,3.117
ES,2024-01-01,3.175
ES,2024-02-01,3.268
ES,2024-03-01,3.189
ES,2024-04-01,3.271
ES,2024-05-01,3.299
ES,2024-06-01,3.349
ES,2024-07-01,3.275
ES,2024-08-01,3.069
ES,2024-09-01,2.986
ES,2024-10-01,2.963
ES,2024-11-01,3.053
ES,2024-12-01,2.886
ES,2025-01-01,3.173
ES,2025-02-01,3.1
ES,2025-03-01,3.391
ES,2025-04-01,3.229
ES,2025-05-01,3.204
ES,2025-06-01,3.164
ES,2025-07-01,3.241
ES,2025-08-01,3.256
ES,2025-09-01,3.262
ES,2025-10-01,3.147
DE,1990-01-01,7.63
DE,1990-02-01,8.43
DE,1990-03-01,8.67
DE,1990-04-01,8.7
DE,1990-05-01,8.74
DE,1990-06-01,8.82
DE,1990-07-01,8.58
DE,1990-08-01,8.9
DE,1990-09-01,9.09
DE,1990-10-01,9.09
DE,1990-11-01,8.95
DE,1990-12-01,8.85
DE,1991-01-01,8.94
DE,1991-02-01,8.42
DE,1991-03-01,8.41
DE,1991-04-01,8.39
DE,1991-05-01,8.39
DE,1991-06-01,8.39
DE,1991-07-01,8.61
DE,1991-08-01,8.56
DE,1991-09-01,8.45
DE,1991-10-01,8.36
DE,1991-11-01,8.34
DE,1991-12-01,8.24
DE,1992-01-01,7.98
DE,1992-02-01,7.92
DE,1992-03-01,8
DE,1992-04-01,8.04
DE,1992-05-01,8.08
DE,1992-06-01,8.06
DE,1992-07-01,8.12
DE,1992-08-01,8.08
DE,1992-09-01,7.71
DE,1992-10-01,7.47
DE,1992-11-01,7.38
DE,1992-12-01,7.33
DE,1993-01-01,7.15
DE,1993-02-01,6.94
DE,1993-03-01,6.66
DE,1993-04-01,6.68
DE,1993-05-01,6.83
DE,1993-06-01,6.81
DE,1993-07-01,6.62
DE,1993-08-01,6.41
DE,1993-09-01,6.2
DE,1993-10-01,6
DE,1993-11-01,5.98
DE,1993-12-01,5.85
DE,1994-01-01,5.8
DE,1994-02-01,6.07
DE,1994-03-01,6.34
DE,1994-04-01,6.48
DE,1994-05-01,6.66
DE,1994-06-01,7.05
DE,1994-07-01,6.9
DE,1994-08-01,7.09
DE,1994-09-01,7.52
DE,1994-10-01,7.54
DE,1994-11-01,7.49
DE,1994-12-01,7.46
DE,1995-01-01,7.6
DE,1995-02-01,7.42
DE,1995-03-01,7.28
DE,1995-04-01,7.09
DE,1995-05-01,6.86
DE,1995-06-01,6.78
DE,1995-07-01,6.86
DE,1995-08-01,6.74
DE,1995-09-01,6.59
DE,1995-10-01,6.57
DE,1995-11-01,6.34
DE,1995-12-01,6.07
DE,1996-01-01,5.89
DE,1996-02-01,6.2
DE,1996-03-01,6.44
DE,1996-04-01,6.38
DE,1996-05-01,6.45
DE,1996-06-01,6.56
DE,1996-07-01,6.48
DE,1996-08-01,6.3
DE,1996-09-01,6.23
DE,1996-10-01,6.01
DE,1996-11-01,5.86
DE,1996-12-01,5.79
DE,1997-01-01,5.8
DE,1997-02-01,5.55
DE,1997-03-01,5.71
DE,1997-04-01,5.87
DE,1997-05-01,5.76
DE,1997-06-01,5.72
DE,1997-07-01,5.56
DE,1997-08-01,5.66
DE,1997-09-01,5.59
DE,1997-10-01,5.58
DE,1997-11-01,5.56
DE,1997-12-01,5.33
DE,1998-01-01,5.11
DE,1998-02-01,4.99
DE,1998-03-01,4.9
DE,1998-04-01,4.9
DE,1998-05-01,4.96
DE,1998-06-01,4.8
DE,1998-07-01,4.68
DE,1998-08-01,4.42
DE,1998-09-01,4.06
DE,1998-10-01,4.06
DE,1998-11-01,4.12
DE,1998-12-01,3.86
DE,1999-01-01,3.7
DE,1999-02-01,3.85
DE,1999-03-01,4.04
DE,1999-04-01,3.85
DE,1999-05-01,4.01
DE,1999-06-01,4.36
DE,1999-07-01,4.68
DE,1999-08-01,4.88
DE,1999-09-01,5.04
DE,1999-10-01,5.29
DE,1999-11-01,5.04
DE,1999-12-01,5.15
DE,2000-01-01,5.54
DE,2000-02-01,5.51
DE,2000-03-01,5.33
DE,2000-04-01,5.22
DE,2000-05-01,5.38
DE,2000-06-01,5.19
DE,2000-07-01,5.27
DE,2000-08-01,5.21
DE,2000-09-01,5.26
DE,2000-10-01,5.21
DE,2000-11-01,5.15
DE,2000-12-01,4.89
DE,2001-01-01,4.8
DE,2001-02-01,4.78
DE,2001-03-01,4.67
DE,2001-04-01,4.83
DE,2001-05-01,5.05
DE,2001-06-01,5
DE,2001-07-01,5.02
DE,2001-08-01,4.82
DE,2001-09-01,4.81
DE,2001-10-01,4.6
DE,2001-11-01,4.45
DE,2001-12-01,4.74
DE,2002-01-01,4.86
DE,2002-02-01,4.92
DE,2002-03-01,5.16
DE,2002-04-01,5.15
DE,2002-05-01,5.17
DE,2002-06-01,5.02
DE,2002-07-01,4.87
DE,2002-08-01,4.59
DE,2002-09-01,4.38
DE,2002-10-01,4.46
DE,2002-11-01,4.48
DE,2002-12-01,4.33
DE,2003-01-01,4.18
DE,2003-02-01,3.95
DE,2003-03-01,4
DE,2003-04-01,4.15
DE,2003-05-01,3.82
DE,2003-06-01,3.62
DE,2003-07-01,3.97
DE,2003-08-01,4.13
DE,2003-09-01,4.17
DE,2003-10-01,4.22
DE,2003-11-01,4.35
DE,2003-12-01,4.29
DE,2004-01-01,4.17
DE,2004-02-01,4.11
DE,2004-03-01,3.91
DE,2004-04-01,4.1
DE,2004-05-01,4.25
DE,2004-06-01,4.31
DE,2004-07-01,4.24
DE,2004-08-01,4.08
DE,2004-09-01,4.02
DE,2004-10-01,3.89
DE,2004-11-01,3.78
DE,2004-12-01,3.58
DE,2005-01-01,3.56
DE,2005-02-01,3.54
DE,2005-03-01,3.7
DE,2005-04-01,3.48
DE,2005-05-01,3.3
DE,2005-06-01,3.13
DE,2005-07-01,3.2
DE,2005-08-01,3.23
DE,2005-09-01,3.07
DE,2005-10-01,3.24
DE,2005-11-01,3.45
DE,2005-12-01,3.34
DE,2006-01-01,3.32
DE,2006-02-01,3.47
DE,2006-03-01,3.64
DE,2006-04-01,3.89
DE,2006-05-01,3.96
DE,2006-06-01,3.96
DE,2006-07-01,4.01
DE,2006-08-01,3.88
DE,2006-09-01,3.75
DE,2006-10-01,3.79
DE,2006-11-01,3.71
DE,2006-12-01,3.77
DE,2007-01-01,4.02
DE,2007-02-01,4.05
DE,2007-03-01,3.94
DE,2007-04-01,4.15
DE,2007-05-01,4.28
DE,2007-06-01,4.56
DE,2007-07-01,4.5
DE,2007-08-01,4.3
DE,2007-09-01,4.22
DE,2007-10-01,4.28
DE,2007-11-01,4.09
DE,2007-12-01,4.21
DE,2008-01-01,4.03
DE,2008-02-01,3.95
DE,2008-03-01,3.8
DE,2008-04-01,4.04
DE,2008-05-01,4.2
DE,2008-06-01,4.52
DE,2008-07-01,4.49
DE,2008-08-01,4.2
DE,2008-09-01,4.09
DE,2008-10-01,3.88
DE,2008-11-01,3.56
DE,2008-12-01,3.05
DE,2009-01-01,3.07
DE,2009-02-01,3.13
DE,2009-03-01,3.02
DE,2009-04-01,3.13
DE,2009-05-01,3.37
DE,2009-06-01,3.47
DE,2009-07-01,3.34
DE,2009-08-01,3.31
DE,2009-09-01,3.26
DE,2009-10-01,3.21
DE,2009-11-01,3.22
DE,2009-12-01,3.14
DE,2010-01-01,3.26
DE,2010-02-01,3.17
DE,2010-03-01,3.1
DE,2010-04-01,3.06
DE,2010-05-01,2.73
DE,2010-06-01,2.54
DE,2010-07-01,2.62
DE,2010-08-01,2.35
DE,2010-09-01,2.3
DE,2010-10-01,2.35
DE,2010-11-01,2.53
DE,2010-12-01,2.91
DE,2011-01-01,3.02
DE,2011-02-01,3.2
DE,2011-03-01,3.21
DE,2011-04-01,3.34
DE,2011-05-01,3.06
DE,2011-06-01,2.89
DE,2011-07-01,2.74
DE,2011-08-01,2.21
DE,2011-09-01,1.83
DE,2011-10-01,2
DE,2011-11-01,1.87
DE,2011-12-01,1.93
DE,2012-01-01,1.82
DE,2012-02-01,1.85
DE,2012-03-01,1.83
DE,2012-04-01,1.62
DE,2012-05-01,1.34
DE,2012-06-01,1.3
DE,2012-07-01,1.24
DE,2012-08-01,1.34
DE,2012-09-01,1.49
DE,2012-10-01,1.47
DE,2012-11-01,1.34
DE,2012-12-01,1.3
DE,2013-01-01,1.51
DE,2013-02-01,1.54
DE,2013-03-01,1.35
DE,2013-04-01,1.2
DE,2013-05-01,1.29
DE,2013-06-01,1.53
DE,2013-07-01,1.56
DE,2013-08-01,1.73
DE,2013-09-01,1.89
DE,2013-10-01,1.76
DE,2013-11-01,1.68
DE,2013-12-01,1.8
DE,2014-01-01,1.76
DE,2014-02-01,1.56
DE,2014-03-01,1.51
DE,2014-04-01,1.46
DE,2014-05-01,1.33
DE,2014-06-01,1.26
DE,2014-07-01,1.11
DE,2014-08-01,0.95
DE,2014-09-01,0.92
DE,2014-10-01,0.79
DE,2014-11-01,0.72
DE,2014-12-01,0.59
DE,2015-01-01,0.39
DE,2015-02-01,0.3
DE,2015-03-01,0.23
DE,2015-04-01,0.12
DE,2015-05-01,0.56
DE,2015-06-01,0.79
DE,2015-07-01,0.71
DE,2015-08-01,0.61
DE,2015-09-01,0.65
DE,2015-10-01,0.52
DE,2015-11-01,0.52
DE,2015-12-01,0.55
DE,2016-01-01,0.43
DE,2016-02-01,0.17
DE,2016-03-01,0.17
DE,2016-04-01,0.13
DE,2016-05-01,0.13
DE,2016-06-01,-0.02
DE,2016-07-01,-0.15
DE,2016-08-01,-0.13
DE,2016-09-01,-0.09
DE,2016-10-01,0
DE,2016-11-01,0.19
DE,2016-12-01,0.25
DE,2017-01-01,0.25
DE,2017-02-01,0.26
DE,2017-03-01,0.35
DE,2017-04-01,0.22
DE,2017-05-01,0.34
DE,2017-06-01,0.25
DE,2017-07-01,0.46
DE,2017-08-01,0.35
DE,2017-09-01,0.35
DE,2017-10-01,0.37
DE,2017-11-01,0.31
DE,2017-12-01,0.3
DE,2018-01-01,0.47
DE,2018-02-01,0.66
DE,2018-03-01,0.53
DE,2018-04-01,0.48
DE,2018-05-01,0.45
DE,2018-06-01,0.33
DE,2018-07-01,0.28
DE,2018-08-01,0.29
DE,2018-09-01,0.37
DE,2018-10-01,0.4
DE,2018-11-01,0.31
DE,2018-12-01,0.19
DE,2019-01-01,0.13
DE,2019-02-01,0.06
DE,2019-03-01,0.01
DE,2019-04-01,-0.04
DE,2019-05-01,-0.13
DE,2019-06-01,-0.31
DE,2019-07-01,-0.39
DE,2019-08-01,-0.65
DE,2019-09-01,-0.59
DE,2019-10-01,-0.47
